,weight,age,height,size
943,56,29.0,172.72,M
944,60,37.0,167.64,S
945,52,28.0,162.56,S
946,61,33.0,165.1,M
947,45,29.0,147.32,XXS
948,79,36.0,175.26,XXXL
949,72,23.0,185.42,XL
950,47,40.0,152.4,S
951,68,26.0,177.8,M
952,61,31.0,162.56,XL
953,58,23.0,172.72,S
954,64,29.0,167.64,L
955,63,37.0,170.18,XL
956,55,29.0,154.94,M
957,58,37.0,170.18,M
958,58,30.0,160.02,M
959,61,30.0,170.18,M
960,58,39.0,157.48,XL
961,86,37.0,167.64,XXXL
962,55,33.0,167.64,M
963,54,47.0,160.02,L
964,52,35.0,167.64,S
965,58,30.0,165.1,M
966,68,27.0,167.64,XL
967,53,37.0,157.48,S
968,61,30.0,165.1,XL
969,79,33.0,175.26,XXXL
970,57,37.0,160.02,M
971,67,26.0,170.18,M
972,56,32.0,165.1,S
973,58,32.0,152.4,XL
974,72,32.0,167.64,XXXL
975,68,31.0,172.72,M
976,70,41.0,170.18,XXXL
977,70,32.0,170.18,XXXL
978,68,30.0,157.48,XL
979,54,25.0,162.56,M
980,54,38.0,172.72,M
981,54,27.0,175.26,XXS
982,56,22.0,165.1,L
983,59,28.0,,M
984,52,25.0,160.02,XXS
985,57,34.0,162.56,XL
986,54,29.0,167.64,XL
987,53,32.0,170.18,M
988,63,28.0,160.02,M
989,71,28.0,172.72,XL
990,74,23.0,180.34,L
991,77,36.0,175.26,XXXL
992,61,30.0,175.26,M
993,52,44.0,167.64,S
994,65,53.0,177.8,XL
995,65,47.0,170.18,XL
996,61,34.0,175.26,M
997,58,31.0,170.18,M
998,72,28.0,160.02,XXXL
999,56,35.0,165.1,M
1000,65,27.0,167.64,M
1001,95,33.0,165.1,XXXL
1002,79,39.0,167.64,XXXL
1003,58,31.0,167.64,XXXL
1004,54,20.0,177.8,S
1005,55,40.0,165.1,M
1006,56,28.0,165.1,XL
1007,86,27.0,,XXXL
1008,65,24.0,157.48,XL
1009,61,33.0,160.02,M
1010,86,49.0,172.72,XXXL
1011,61,43.0,170.18,M
1012,57,45.0,160.02,XL
1013,68,49.0,162.56,XL
1014,50,57.0,162.56,S
1015,58,30.0,160.02,S
1016,64,28.0,175.26,XL
1017,65,31.0,175.26,L
1018,46,42.0,154.94,M
1019,65,31.0,175.26,XL
1020,56,25.0,154.94,M
1021,65,29.0,165.1,XL
1022,96,56.0,165.1,XXXL
1023,54,38.0,154.94,S
1024,67,46.0,165.1,XXXL
1025,68,29.0,157.48,XL
1026,63,36.0,170.18,M
1027,62,32.0,172.72,L
1028,58,46.0,162.56,L
1029,59,33.0,167.64,M
1030,52,29.0,162.56,XXS
1031,74,31.0,162.56,XL
1032,68,42.0,165.1,XL
1033,58,30.0,167.64,M
1034,65,34.0,162.56,XXXL
1035,56,35.0,162.56,XXXL
1036,108,29.0,160.02,XXXL
1037,45,49.0,162.56,XXS
1038,54,35.0,157.48,M
1039,54,32.0,157.48,XXS
1040,75,35.0,160.02,L
1041,62,30.0,170.18,S
1042,52,25.0,172.72,XXS
1043,53,27.0,154.94,S
1044,63,29.0,160.02,XL
1045,73,28.0,180.34,XXXL
1046,52,37.0,152.4,S
1047,72,28.0,160.02,XL
1048,56,26.0,167.64,M
1049,56,27.0,160.02,S
1050,53,34.0,162.56,M
1051,61,34.0,157.48,L
1052,86,39.0,170.18,XXXL
1053,56,55.0,167.64,M
1054,77,31.0,170.18,XL
1055,61,30.0,160.02,M
1056,62,34.0,167.64,L
1057,58,32.0,167.64,M
1058,63,26.0,170.18,XL
1059,47,30.0,160.02,XXS
1060,45,29.0,160.02,XXS
1061,68,31.0,170.18,XL
1062,83,36.0,165.1,XXXL
1063,49,33.0,152.4,S
1064,63,44.0,167.64,XL
1065,54,51.0,162.56,XXS
1066,97,34.0,167.64,XXXL
1067,63,29.0,172.72,M
1068,56,35.0,167.64,M
1069,55,38.0,170.18,M
1070,52,33.0,157.48,M
1071,72,35.0,167.64,XXXL
1072,61,30.0,170.18,S
1073,63,34.0,157.48,XL
1074,56,31.0,160.02,M
1075,56,32.0,160.02,M
1076,43,19.0,160.02,XXS
1077,72,32.0,177.8,XL
1078,58,28.0,167.64,L
1079,64,32.0,172.72,XL
1080,68,28.0,172.72,L
1081,61,42.0,165.1,M
1082,58,32.0,162.56,S
1083,70,31.0,165.1,XL
1084,58,26.0,157.48,M
1085,68,31.0,167.64,XXXL
1086,72,36.0,167.64,XL
1087,56,24.0,165.1,XL
1088,52,28.0,170.18,S
1089,60,37.0,160.02,L
1090,54,22.0,165.1,S
1091,72,30.0,162.56,XL
1092,65,30.0,165.1,L
1093,50,31.0,154.94,S
1094,74,27.0,154.94,M
1095,83,35.0,170.18,XXXL
1096,71,42.0,170.18,XXXL
1097,60,62.0,157.48,L
1098,63,29.0,157.48,L
1099,58,46.0,175.26,M
1100,86,32.0,170.18,XXXL
1101,54,23.0,157.48,M
1102,70,29.0,162.56,XXXL
1103,49,24.0,160.02,S
1104,70,36.0,175.26,XXXL
1105,51,29.0,157.48,S
1106,65,33.0,167.64,L
1107,52,38.0,152.4,S
1108,63,33.0,160.02,XXXL
1109,54,32.0,147.32,L
1110,77,46.0,167.64,XXXL
1111,74,32.0,162.56,XXXL
1112,64,40.0,162.56,XL
1113,54,33.0,167.64,M
1114,58,30.0,160.02,L
1115,58,27.0,167.64,S
1116,54,37.0,157.48,S
1117,55,34.0,167.64,S
1118,65,28.0,172.72,XL
1119,61,27.0,162.56,L
1120,68,35.0,152.4,XL
1121,61,36.0,165.1,XL
1122,57,53.0,170.18,M
1123,68,34.0,175.26,M
1124,70,36.0,170.18,XXXL
1125,51,28.0,154.94,S
1126,48,43.0,157.48,S
1127,58,31.0,167.64,L
1128,61,34.0,160.02,M
1129,59,32.0,170.18,M
1130,58,30.0,167.64,S
1131,56,24.0,167.64,S
1132,53,28.0,157.48,XXS
1133,61,48.0,165.1,L
1134,79,51.0,162.56,XXXL
1135,58,34.0,165.1,S
1136,56,37.0,162.56,S
1137,81,38.0,175.26,XXXL
1138,58,33.0,165.1,M
1139,56,70.0,170.18,M
1140,68,26.0,165.1,L
1141,54,30.0,170.18,S
1142,81,28.0,167.64,M
1143,52,30.0,157.48,XL
1144,63,35.0,167.64,XXXL
1145,46,19.0,160.02,S
1146,53,21.0,170.18,XXS
1147,58,39.0,162.56,M
1148,65,24.0,167.64,XL
1149,54,40.0,162.56,S
1150,49,61.0,157.48,S
1151,65,39.0,157.48,M
1152,56,51.0,165.1,L
1153,49,27.0,154.94,XXS
1154,65,35.0,165.1,L
1155,61,42.0,177.8,M
1156,83,25.0,177.8,XXXL
1157,49,27.0,170.18,XXS
1158,51,33.0,160.02,XXS
1159,60,25.0,165.1,S
1160,62,49.0,170.18,L
1161,58,26.0,172.72,S
1162,58,28.0,165.1,M
1163,72,27.0,170.18,XXXL
1164,52,29.0,170.18,S
1165,89,54.0,170.18,XXXL
1166,61,31.0,167.64,M
1167,56,35.0,157.48,XL
1168,88,24.0,162.56,XXXL
1169,65,46.0,162.56,XXXL
1170,54,40.0,162.56,S
1171,58,33.0,170.18,M
1172,72,46.0,172.72,XXXL
1173,74,30.0,165.1,XXXL
1174,61,32.0,170.18,L
1175,63,33.0,175.26,L
1176,65,27.0,160.02,XL
1177,49,21.0,152.4,XXS
1178,83,41.0,172.72,XXXL
1179,56,31.0,170.18,S
1180,54,28.0,170.18,S
1181,58,22.0,170.18,S
1182,61,30.0,165.1,M
1183,65,38.0,162.56,XL
1184,63,29.0,162.56,L
1185,55,39.0,157.48,S
1186,74,26.0,175.26,XXXL
1187,55,26.0,170.18,M
1188,53,31.0,160.02,XXS
1189,58,33.0,167.64,L
1190,49,36.0,157.48,XXS
1191,61,33.0,160.02,M
1192,61,30.0,157.48,M
1193,79,33.0,177.8,XXXL
1194,65,32.0,162.56,XXXL
1195,56,32.0,162.56,S
1196,68,31.0,180.34,L
1197,58,25.0,165.1,M
1198,54,31.0,162.56,M
1199,58,36.0,167.64,S
1200,49,32.0,157.48,S
1201,61,39.0,165.1,M
1202,70,26.0,162.56,XXXL
1203,65,33.0,152.4,XXXL
1204,49,26.0,157.48,XXS
1205,74,48.0,165.1,XXXL
1206,43,40.0,152.4,XXS
1207,65,30.0,160.02,XL
1208,57,25.0,154.94,M
1209,63,45.0,157.48,L
1210,46,28.0,157.48,XXS
1211,54,28.0,160.02,M
1212,52,34.0,160.02,XXS
1213,57,33.0,157.48,XL
1214,58,32.0,165.1,M
1215,57,33.0,172.72,M
1216,52,27.0,167.64,XXS
1217,62,40.0,170.18,L
1218,54,28.0,162.56,XXS
1219,65,28.0,177.8,XL
1220,61,30.0,167.64,M
1221,72,38.0,172.72,XL
1222,64,25.0,172.72,L
1223,74,29.0,177.8,XL
1224,65,27.0,175.26,M
1225,54,23.0,170.18,S
1226,54,29.0,160.02,S
1227,67,33.0,165.1,XL
1228,54,16.0,170.18,S
1229,95,24.0,175.26,XXXL
1230,68,35.0,167.64,XXXL
1231,52,42.0,160.02,XXS
1232,63,43.0,162.56,XXXL
1233,68,32.0,165.1,XXXL
1234,58,27.0,160.02,S
1235,58,32.0,165.1,M
1236,56,30.0,167.64,M
1237,70,32.0,162.56,XXXL
1238,51,36.0,162.56,XXS
1239,86,55.0,162.56,XXXL
1240,62,34.0,165.1,M
1241,49,34.0,157.48,M
1242,58,36.0,165.1,L
1243,45,33.0,172.72,S
1244,56,29.0,170.18,XXS
1245,58,38.0,167.64,M
1246,59,50.0,165.1,L
1247,53,37.0,172.72,S
1248,65,48.0,170.18,XL
1249,58,34.0,167.64,XXXL
1250,74,33.0,160.02,XXXL
1251,54,31.0,160.02,S
1252,63,,167.64,L
1253,56,44.0,157.48,XL
1254,59,30.0,160.02,M
1255,73,41.0,172.72,XL
1256,65,29.0,175.26,L
1257,61,50.0,160.02,L
1258,53,30.0,152.4,S
1259,56,33.0,157.48,S
1260,61,42.0,170.18,M
1261,56,0.0,170.18,S
1262,63,30.0,162.56,M
1263,56,27.0,162.56,S
1264,47,20.0,157.48,S
1265,72,31.0,175.26,XXXL
1266,62,32.0,170.18,M
1267,65,24.0,170.18,M
1268,56,36.0,162.56,M
1269,58,26.0,167.64,M
1270,58,33.0,165.1,M
1271,56,35.0,170.18,S
1272,70,41.0,167.64,XXXL
1273,56,26.0,154.94,S
1274,58,27.0,160.02,M
1275,74,37.0,177.8,XL
1276,74,32.0,165.1,XL
1277,47,28.0,167.64,S
1278,56,29.0,167.64,XL
1279,77,34.0,182.88,XXXL
1280,56,28.0,162.56,M
1281,50,25.0,165.1,S
1282,72,30.0,165.1,XXXL
1283,76,34.0,162.56,L
1284,69,33.0,165.1,XL
1285,56,29.0,167.64,S
1286,65,27.0,157.48,L
1287,68,46.0,170.18,XXXL
1288,68,50.0,160.02,XL
1289,58,45.0,172.72,XL
1290,62,50.0,170.18,L
1291,58,32.0,165.1,M
1292,74,29.0,170.18,XXXL
1293,61,37.0,165.1,M
1294,57,33.0,167.64,M
1295,47,43.0,157.48,S
1296,61,27.0,167.64,L
1297,53,37.0,170.18,S
1298,63,26.0,165.1,L
1299,56,35.0,167.64,S
1300,55,29.0,167.64,XL
1301,54,33.0,162.56,S
1302,61,25.0,165.1,M
1303,58,51.0,167.64,M
1304,72,31.0,165.1,XL
1305,56,44.0,162.56,M
1306,54,27.0,165.1,XXS
1307,61,30.0,172.72,M
1308,68,31.0,175.26,XXXL
1309,47,54.0,154.94,XXS
1310,62,53.0,170.18,XL
1311,58,38.0,154.94,M
1312,48,27.0,170.18,XXS
1313,65,30.0,167.64,XL
1314,54,28.0,172.72,M
1315,53,36.0,167.64,S
1316,64,32.0,172.72,L
1317,63,25.0,162.56,M
1318,63,33.0,177.8,M
1319,58,36.0,170.18,M
1320,68,25.0,162.56,XXXL
1321,61,33.0,162.56,L
1322,56,32.0,162.56,XL
1323,58,33.0,157.48,L
1324,61,46.0,162.56,M
1325,49,57.0,154.94,XXS
1326,58,40.0,172.72,S
1327,68,26.0,175.26,XL
1328,88,33.0,185.42,XXXL
1329,60,39.0,180.34,L
1330,57,40.0,162.56,XXXL
1331,70,31.0,170.18,XL
1332,54,22.0,167.64,M
1333,58,29.0,170.18,S
1334,56,32.0,157.48,M
1335,71,37.0,165.1,XXXL
1336,45,35.0,160.02,XXS
1337,58,42.0,162.56,M
1338,47,42.0,157.48,S
1339,61,46.0,165.1,XL
1340,56,57.0,175.26,M
1341,63,41.0,165.1,L
1342,74,36.0,172.72,XXXL
1343,49,30.0,157.48,XXS
1344,74,33.0,160.02,XXXL
1345,54,22.0,165.1,S
1346,83,23.0,170.18,XXXL
1347,62,36.0,165.1,M
1348,56,47.0,162.56,S
1349,53,41.0,157.48,M
1350,48,27.0,154.94,XXS
1351,71,38.0,165.1,XXXL
1352,49,22.0,157.48,XXS
1353,68,26.0,170.18,L
1354,55,30.0,167.64,M
1355,58,29.0,162.56,XXS
1356,68,22.0,162.56,M
1357,88,53.0,157.48,XXXL
1358,58,57.0,152.4,L
1359,65,33.0,170.18,L
1360,68,46.0,177.8,XL
1361,63,38.0,162.56,XL
1362,47,28.0,152.4,XXS
1363,56,39.0,170.18,M
1364,61,42.0,160.02,M
1365,49,32.0,157.48,S
1366,57,36.0,162.56,M
1367,61,37.0,162.56,XL
1368,65,37.0,152.4,XXXL
1369,60,22.0,172.72,M
1370,59,36.0,154.94,XL
1371,81,29.0,165.1,XXXL
1372,68,35.0,162.56,XL
1373,61,28.0,167.64,M
1374,81,28.0,180.34,XXXL
1375,61,31.0,162.56,XXXL
1376,63,64.0,162.56,XL
1377,56,36.0,165.1,M
1378,54,37.0,165.1,S
1379,54,36.0,160.02,S
1380,68,24.0,165.1,L
1381,46,48.0,152.4,S
1382,54,47.0,175.26,S
1383,49,29.0,162.56,S
1384,59,35.0,175.26,M
1385,50,37.0,154.94,M
1386,63,26.0,157.48,XL
1387,65,39.0,162.56,XL
1388,54,50.0,165.1,M
1389,54,31.0,152.4,XXS
1390,61,38.0,157.48,M
1391,54,58.0,162.56,M
1392,63,33.0,157.48,L
1393,72,43.0,165.1,XXXL
1394,62,26.0,167.64,S
1395,77,30.0,167.64,XXXL
1396,68,27.0,165.1,XL
1397,56,46.0,149.86,L
1398,74,40.0,167.64,XXXL
1399,53,57.0,152.4,S
1400,61,31.0,160.02,M
1401,51,27.0,160.02,XXS
1402,56,53.0,170.18,S
1403,56,27.0,170.18,M
1404,68,48.0,180.34,XL
1405,53,31.0,177.8,S
1406,52,20.0,167.64,XXS
1407,58,31.0,165.1,S
1408,56,36.0,170.18,M
1409,54,28.0,162.56,S
1410,63,35.0,172.72,XL
1411,58,34.0,165.1,M
1412,61,23.0,165.1,M
1413,65,27.0,175.26,XL
1414,56,29.0,160.02,XXS
1415,56,47.0,160.02,M
1416,57,32.0,167.64,M
1417,54,29.0,167.64,XXS
1418,68,37.0,165.1,XL
1419,58,26.0,165.1,XXS
1420,56,33.0,157.48,S
1421,56,38.0,160.02,M
1422,68,32.0,165.1,XL
1423,56,35.0,160.02,M
1424,53,27.0,160.02,M
1425,57,34.0,167.64,M
1426,68,33.0,180.34,XXXL
1427,52,29.0,170.18,S
1428,56,27.0,165.1,S
1429,63,27.0,170.18,M
1430,74,39.0,162.56,XXXL
1431,74,29.0,180.34,XXXL
1432,73,42.0,162.56,XXXL
1433,72,32.0,167.64,XL
1434,72,27.0,165.1,XXXL
1435,65,27.0,177.8,L
1436,70,43.0,180.34,M
1437,58,26.0,162.56,M
1438,58,33.0,165.1,M
1439,86,42.0,170.18,XXXL
1440,54,30.0,160.02,XXS
1441,56,31.0,160.02,M
1442,56,29.0,170.18,M
1443,72,43.0,162.56,XXXL
1444,61,42.0,160.02,L
1445,68,31.0,175.26,XXXL
1446,54,29.0,157.48,S
1447,63,30.0,170.18,XL
1448,54,34.0,157.48,XXS
1449,57,30.0,160.02,M
1450,56,38.0,165.1,M
1451,50,42.0,152.4,M
1452,61,34.0,175.26,L
1453,49,39.0,162.56,XXS
1454,70,36.0,170.18,XXXL
1455,78,30.0,180.34,XXXL
1456,50,30.0,162.56,XXS
1457,56,41.0,172.72,S
1458,54,31.0,157.48,M
1459,58,40.0,167.64,M
1460,58,31.0,170.18,M
1461,53,41.0,167.64,S
1462,63,21.0,160.02,L
1463,58,28.0,170.18,S
1464,54,25.0,149.86,S
1465,49,25.0,162.56,XXS
1466,53,36.0,152.4,S
1467,58,40.0,160.02,XL
1468,43,30.0,152.4,XXS
1469,65,37.0,172.72,L
1470,52,37.0,157.48,M
1471,56,30.0,165.1,M
1472,83,33.0,160.02,XXXL
1473,56,33.0,167.64,S
1474,63,26.0,157.48,L
1475,72,32.0,172.72,XXXL
1476,72,27.0,172.72,XL
1477,63,27.0,172.72,L
1478,74,22.0,180.34,L
1479,63,30.0,165.1,M
1480,52,28.0,154.94,XXS
1481,81,30.0,160.02,XXXL
1482,48,25.0,157.48,XXS
1483,56,32.0,157.48,M
1484,54,31.0,162.56,S
1485,58,40.0,162.56,M
1486,51,32.0,167.64,S
1487,56,41.0,162.56,M
1488,51,37.0,160.02,XXS
1489,68,30.0,177.8,XXXL
1490,72,49.0,170.18,XXXL
1491,63,28.0,165.1,L
1492,63,27.0,167.64,L
1493,64,30.0,167.64,XL
1494,53,34.0,157.48,S
1495,58,35.0,165.1,L
1496,58,29.0,175.26,S
1497,64,25.0,162.56,XL
1498,63,21.0,167.64,M
1499,65,29.0,167.64,L
1500,58,34.0,160.02,M
1501,63,32.0,175.26,L
1502,49,30.0,160.02,XXS
1503,61,32.0,162.56,M
1504,52,31.0,152.4,M
1505,55,29.0,154.94,M
1506,86,41.0,162.56,XXXL
1507,68,59.0,177.8,XL
1508,58,54.0,162.56,M
1509,53,36.0,157.48,S
1510,54,29.0,160.02,S
1511,53,33.0,162.56,S
1512,59,52.0,172.72,XL
1513,63,38.0,180.34,L
1514,56,34.0,157.48,S
1515,56,32.0,175.26,XXS
1516,72,28.0,152.4,XXXL
1517,56,38.0,154.94,M
1518,68,37.0,175.26,XL
1519,56,,157.48,S
1520,61,35.0,170.18,L
1521,47,52.0,157.48,XXS
1522,58,29.0,162.56,M
1523,61,42.0,162.56,L
1524,45,24.0,162.56,M
1525,68,31.0,,XXXL
1526,60,43.0,170.18,XL
1527,54,28.0,167.64,S
1528,72,57.0,177.8,XL
1529,65,51.0,160.02,XXXL
1530,90,37.0,162.56,XXXL
1531,68,33.0,172.72,L
1532,65,26.0,172.72,XL
1533,74,40.0,175.26,XXXL
1534,68,34.0,170.18,XL
1535,56,32.0,160.02,M
1536,58,37.0,162.56,M
1537,81,37.0,170.18,XXXL
1538,72,31.0,180.34,XL
1539,56,34.0,165.1,M
1540,62,31.0,160.02,M
1541,61,31.0,165.1,L
1542,55,33.0,167.64,M
1543,58,41.0,157.48,M
1544,63,44.0,167.64,XL
1545,61,30.0,172.72,M
1546,63,30.0,180.34,M
1547,70,33.0,175.26,L
1548,77,34.0,182.88,XXXL
1549,58,35.0,165.1,L
1550,53,37.0,157.48,M
1551,61,33.0,177.8,L
1552,58,28.0,165.1,S
1553,58,32.0,167.64,M
1554,59,32.0,160.02,M
1555,68,31.0,167.64,XL
1556,63,25.0,177.8,L
1557,58,47.0,160.02,L
1558,72,30.0,167.64,XXXL
1559,56,27.0,172.72,M
1560,72,30.0,165.1,XXXL
1561,68,35.0,165.1,XL
1562,59,38.0,167.64,L
1563,50,52.0,162.56,XXS
1564,70,26.0,170.18,XL
1565,61,31.0,165.1,XL
1566,58,31.0,162.56,M
1567,49,31.0,157.48,S
1568,61,35.0,177.8,M
1569,56,35.0,170.18,M
1570,56,32.0,165.1,M
1571,56,30.0,177.8,L
1572,68,44.0,175.26,XXXL
1573,62,48.0,167.64,L
1574,86,34.0,175.26,XXXL
1575,53,28.0,162.56,XXS
1576,56,51.0,165.1,M
1577,65,30.0,165.1,XXXL
1578,65,34.0,160.02,XXXL
1579,70,31.0,180.34,XL
1580,61,45.0,167.64,XXXL
1581,62,38.0,170.18,L
1582,47,39.0,154.94,XXS
1583,54,32.0,162.56,S
1584,65,29.0,162.56,L
1585,61,29.0,167.64,M
1586,49,26.0,154.94,XXS
1587,62,33.0,172.72,L
1588,63,29.0,162.56,L
1589,53,35.0,167.64,XXS
1590,56,26.0,170.18,S
1591,71,34.0,162.56,XXXL
1592,72,30.0,175.26,XXXL
1593,79,29.0,177.8,XXXL
1594,45,59.0,162.56,XXS
1595,57,34.0,162.56,M
1596,54,34.0,162.56,S
1597,70,28.0,177.8,L
1598,61,45.0,167.64,XXXL
1599,55,33.0,162.56,M
1600,65,49.0,165.1,L
1601,63,32.0,162.56,L
1602,50,22.0,162.56,S
1603,59,31.0,165.1,M
1604,65,34.0,162.56,L
1605,57,49.0,165.1,M
1606,58,37.0,165.1,M
1607,48,33.0,162.56,S
1608,63,29.0,165.1,XL
1609,59,29.0,162.56,M
1610,61,32.0,170.18,M
1611,61,43.0,177.8,S
1612,61,32.0,165.1,S
1613,63,34.0,172.72,L
1614,52,33.0,160.02,XXS
1615,60,32.0,172.72,L
1616,47,23.0,162.56,XXS
1617,63,33.0,172.72,XL
1618,81,28.0,175.26,XXXL
1619,54,33.0,170.18,S
1620,54,33.0,160.02,XXS
1621,58,24.0,165.1,XXS
1622,63,49.0,170.18,L
1623,64,28.0,167.64,XL
1624,47,43.0,157.48,S
1625,49,34.0,160.02,S
1626,68,20.0,157.48,XXXL
1627,65,31.0,160.02,L
1628,65,31.0,167.64,XL
1629,61,34.0,167.64,L
1630,63,29.0,172.72,L
1631,63,24.0,167.64,XL
1632,56,28.0,160.02,M
1633,59,30.0,167.64,M
1634,58,29.0,177.8,M
1635,56,33.0,160.02,M
1636,51,33.0,162.56,XXS
1637,61,36.0,175.26,M
1638,64,27.0,160.02,XL
1639,62,48.0,165.1,M
1640,69,44.0,170.18,XXXL
1641,72,40.0,180.34,L
1642,55,29.0,162.56,S
1643,60,29.0,165.1,M
1644,58,26.0,162.56,M
1645,55,29.0,167.64,XXS
1646,47,29.0,160.02,XXS
1647,55,28.0,157.48,M
1648,77,42.0,175.26,XXXL
1649,68,26.0,162.56,XL
1650,48,39.0,154.94,M
1651,61,29.0,162.56,M
1652,50,26.0,157.48,S
1653,54,39.0,162.56,M
1654,45,36.0,157.48,XXS
1655,79,25.0,160.02,XXXL
1656,61,35.0,157.48,XL
1657,49,29.0,157.48,S
1658,56,31.0,175.26,XL
1659,74,56.0,160.02,XXXL
1660,72,29.0,154.94,XXXL
1661,50,64.0,165.1,M
1662,65,30.0,177.8,XL
1663,69,35.0,157.48,XXXL
1664,63,47.0,172.72,L
1665,54,21.0,160.02,L
1666,68,44.0,157.48,XXXL
1667,63,31.0,165.1,XL
1668,56,35.0,162.56,L
1669,49,24.0,167.64,XXS
1670,56,27.0,149.86,M
1671,65,27.0,165.1,XL
1672,79,59.0,175.26,XXXL
1673,63,24.0,162.56,M
1674,108,33.0,182.88,XXXL
1675,61,40.0,162.56,L
1676,54,51.0,167.64,S
1677,54,22.0,172.72,XXS
1678,63,27.0,160.02,L
1679,61,48.0,170.18,XL
1680,49,42.0,162.56,S
1681,56,28.0,154.94,XL
1682,56,21.0,167.64,S
1683,63,33.0,170.18,L
1684,54,35.0,170.18,XXS
1685,58,31.0,162.56,M
1686,81,44.0,180.34,XXXL
1687,57,33.0,170.18,XXS
1688,56,29.0,167.64,S
1689,49,32.0,160.02,XXS
1690,88,29.0,165.1,XXXL
1691,66,32.0,172.72,XL
1692,57,29.0,157.48,M
1693,63,27.0,167.64,XL
1694,65,44.0,170.18,XXXL
1695,58,30.0,167.64,M
1696,55,28.0,152.4,M
1697,65,32.0,175.26,M
1698,63,29.0,170.18,XL
1699,68,59.0,165.1,M
1700,54,20.0,162.56,M
1701,65,37.0,175.26,L
1702,61,26.0,170.18,M
1703,53,48.0,162.56,M
1704,72,32.0,175.26,L
1705,58,45.0,172.72,M
1706,58,63.0,170.18,XL
1707,65,30.0,170.18,XXXL
1708,63,55.0,167.64,L
1709,68,27.0,162.56,XL
1710,72,39.0,167.64,XL
1711,72,37.0,165.1,XXXL
1712,65,32.0,162.56,XL
1713,68,,170.18,XL
1714,58,26.0,162.56,M
1715,68,29.0,180.34,L
1716,62,47.0,170.18,L
1717,68,31.0,165.1,XXXL
1718,58,32.0,165.1,M
1719,49,31.0,162.56,XXS
1720,68,37.0,167.64,M
1721,63,35.0,172.72,M
1722,68,62.0,167.64,XXXL
1723,56,31.0,160.02,L
1724,63,29.0,160.02,L
1725,49,36.0,152.4,S
1726,48,29.0,162.56,XXS
1727,63,31.0,175.26,M
1728,79,40.0,162.56,XXXL
1729,68,33.0,172.72,L
1730,61,25.0,167.64,M
1731,68,24.0,170.18,XL
1732,56,36.0,165.1,M
1733,58,30.0,162.56,M
1734,52,28.0,157.48,S
1735,97,31.0,175.26,XXXL
1736,58,40.0,165.1,XL
1737,61,46.0,177.8,M
1738,54,36.0,175.26,S
1739,58,27.0,160.02,S
1740,62,28.0,154.94,M
1741,63,40.0,165.1,M
1742,60,28.0,160.02,M
1743,58,30.0,154.94,L
1744,64,61.0,162.56,XXXL
1745,55,34.0,162.56,S
1746,65,39.0,157.48,XXXL
1747,52,32.0,157.48,S
1748,74,29.0,177.8,XL
1749,72,44.0,160.02,XXXL
1750,49,24.0,167.64,XXS
1751,68,38.0,180.34,L
1752,79,25.0,175.26,XXXL
1753,56,27.0,162.56,XXS
1754,60,29.0,172.72,S
1755,68,28.0,157.48,XXL
1756,70,31.0,167.64,XL
1757,80,32.0,165.1,XL
1758,58,36.0,167.64,M
1759,58,29.0,162.56,S
1760,68,36.0,177.8,XL
1761,70,34.0,170.18,XL
1762,58,45.0,165.1,XL
1763,54,37.0,157.48,M
1764,62,38.0,165.1,L
1765,53,35.0,172.72,XL
1766,61,31.0,165.1,M
1767,68,34.0,170.18,L
1768,58,26.0,172.72,L
1769,72,44.0,170.18,XL
1770,63,27.0,147.32,L
1771,54,32.0,157.48,XXS
1772,58,27.0,160.02,M
1773,68,28.0,162.56,L
1774,72,21.0,175.26,XL
1775,58,25.0,160.02,M
1776,63,23.0,154.94,M
1777,61,32.0,165.1,L
1778,52,55.0,157.48,L
1779,57,34.0,165.1,L
1780,58,50.0,165.1,L
1781,65,29.0,172.72,M
1782,63,34.0,162.56,XL
1783,44,31.0,160.02,XXS
1784,58,27.0,165.1,M
1785,56,31.0,160.02,M
1786,61,56.0,170.18,M
1787,54,57.0,160.02,L
1788,63,26.0,160.02,XL
1789,53,26.0,167.64,M
1790,72,31.0,165.1,XL
1791,63,36.0,170.18,XXXL
1792,52,29.0,160.02,XXS
1793,65,29.0,170.18,M
1794,61,30.0,160.02,M
1795,63,40.0,175.26,XL
1796,57,43.0,175.26,M
1797,68,35.0,172.72,XXXL
1798,61,37.0,170.18,M
1799,61,31.0,157.48,M
1800,49,35.0,165.1,XXS
1801,61,31.0,170.18,L
1802,88,52.0,185.42,XXXL
1803,63,33.0,172.72,L
1804,54,30.0,160.02,S
1805,52,39.0,152.4,M
1806,63,28.0,160.02,L
1807,56,37.0,162.56,M
1808,57,26.0,154.94,M
1809,72,24.0,170.18,XL
1810,68,31.0,170.18,XXXL
1811,61,34.0,160.02,L
1812,68,41.0,162.56,XXXL
1813,69,29.0,175.26,L
1814,59,36.0,167.64,M
1815,46,43.0,157.48,S
1816,63,27.0,165.1,L
1817,50,28.0,162.56,M
1818,52,31.0,157.48,S
1819,61,21.0,170.18,XL
1820,61,29.0,,L
1821,61,21.0,160.02,L
1822,65,31.0,162.56,XL
1823,52,38.0,154.94,M
1824,58,51.0,167.64,L
1825,52,34.0,157.48,S
1826,63,35.0,160.02,L
1827,63,30.0,180.34,M
1828,72,32.0,157.48,XXXL
1829,54,35.0,162.56,XXS
1830,58,55.0,162.56,M
